"Word","Bigram","Conc.M","Conc.SD","Unknown","Total","Percent_known","SUBTLEX","Dom_Pos","Dom_Pos_s"
"admiringly",0,1.89,1.03,0,28,1,0,"#N/A","f"
"admissibility",0,1.65,1.06,0,26,1,4,"Noun","n"
"admissible",0,1.88,0.95,0,26,1,37,"Adjective","a"
"admissibleness",0,1.71,0.91,4,28,0.86,0,"#N/A","f"
"admissibly",0,1.72,1.25,1,30,0.97,0,"#N/A","f"
"admission",0,2.83,1.32,0,30,1,181,"Noun","n"
"admissive",0,2.25,1.29,1,25,0.96,0,"#N/A","f"
"admit",0,2.32,1.28,1,26,0.96,3019,"Verb","v"
"admittance",0,2.26,1.51,0,27,1,34,"Noun","n"
"admitted",0,1.85,1.12,0,26,1,467,"Verb","v"
"admittedly",0,1.54,0.79,0,28,1,47,"Adverb","r"
"admitter",0,2.93,1.52,2,29,0.93,0,"#N/A","f"
"admonishingly",0,1.77,0.86,0,30,1,0,"#N/A","f"
"admonishment",0,2.21,1.29,0,28,1,0,"#N/A","f"
"adobe",0,4.19,1.17,2,28,0.93,24,"Noun","n"
"adolescence",0,2.81,1.38,19,5885,1,44,"Noun","n"
"adolescent",0,3.48,1.45,0,29,1,94,"Adjective","a"
"adolescently",0,1.52,0.98,1,28,0.96,0,"#N/A","f"
"adopt",0,2.36,1.25,0,28,1,238,"Verb","v"
"adoptability",0,2.29,1.3,0,28,1,0,"#N/A","f"
"adoptable",0,2.79,1.29,0,28,1,1,"Adjective","a"
"adopted",0,2.39,1.29,0,28,1,430,"Verb","v"
"adoptee",0,3.59,1.28,1,28,0.96,0,"#N/A","f"
"adopter",0,3.33,1.27,1,28,0.96,1,"Noun","n"
"adoption",0,3.03,1.45,0,29,1,239,"Noun","n"
"adoptive",0,2,1.36,0,29,1,30,"Adjective","a"
"adoptively",0,1.63,0.84,2,29,0.93,0,"#N/A","f"
"adorability",0,1.41,0.57,0,29,1,1,"Noun","n"
"adorable",0,1.86,0.95,0,29,1,537,"Adjective","a"
"adorableness",0,2.19,1.27,1,28,0.96,1,"Noun","n"
"adorably",0,1.96,1.1,0,28,1,2,"Adverb","r"
"adoration",0,2.19,1.24,1,28,0.96,30,"Noun","n"
"adore",0,2.34,1.37,0,29,1,394,"Verb","v"
"adorer",0,2.76,1.33,2,31,0.94,0,"#N/A","f"
"adoring",0,2.34,1.42,0,29,1,35,"Adjective","a"
"adoringly",0,2.28,1.1,0,25,1,3,"Adverb","r"
"adorn",0,2.38,1.28,0,24,1,8,"Verb","v"
"adorner",0,2.96,1.49,2,25,0.92,0,"#N/A","f"
"adornment",0,2.83,1.47,3,26,0.88,4,"Noun","n"
"adrenal",0,3.28,1.49,1,30,0.97,16,"Adjective","a"
"adrenalin",0,3.17,1.51,0,29,1,28,"Noun","n"
"adrenaline",0,3.04,1.43,0,27,1,168,"Noun","n"
"adrift",0,2.71,1.3,1,29,0.97,51,"Adjective","a"
"adult",0,4.4,0.87,0,25,1,729,"Noun","n"
"adulterate",0,2.76,1.33,3,28,0.89,1,"Verb","v"
"adulteration",0,2.29,1.2,1,25,0.96,0,"#N/A","f"
"adulterer",0,2.96,1.6,2,29,0.93,20,"Noun","n"
"adulteress",0,3.72,1.39,0,29,1,13,"Noun","n"
"adulterous",0,2.37,1.33,0,27,1,17,"Adjective","a"
"adulterously",0,2.12,1.31,0,26,1,0,"#N/A","f"
"adultery",0,2.79,1.5,1,30,0.97,99,"Noun","n"
"adulthood",0,2.5,1.5,0,28,1,37,"Noun","n"
"adultlike",0,2.27,1.43,0,26,1,0,"#N/A","f"
"adultness",0,2.19,1.44,3,29,0.9,0,"#N/A","f"
"advance",0,2.57,1.26,0,28,1,815,"Noun","n"
"advanced",0,1.83,1.23,0,29,1,451,"Adjective","a"
"advancement",0,2.1,1.21,0,30,1,63,"Noun","n"
"advancer",0,2.48,1.4,2,23,0.91,0,"#N/A","f"
"advancing",0,2.61,1.34,0,28,1,76,"Adjective","a"
"advantage",0,2,1.12,0,28,1,1125,"Noun","n"
"advantageous",0,2.07,1.12,0,28,1,20,"Adjective","a"
"advantageously",0,1.24,0.44,3,28,0.89,0,"#N/A","f"
"advantageousness",0,1.65,0.89,2,28,0.93,0,"#N/A","f"
"advent",0,2.48,1.19,2,27,0.93,24,"Noun","n"
"adventure",0,2.59,1.42,0,27,1,685,"Noun","n"
"adventurer",0,3.73,1.28,1,27,0.96,37,"Noun","n"
"adventuresome",0,1.79,1.15,0,29,1,3,"Adjective","a"
"adventuress",0,2.54,1.35,2,26,0.92,11,"Noun","n"
"adventurist",0,2.35,1.53,3,26,0.88,1,"Noun","n"
"adventurous",0,1.95,0.95,1,23,0.96,62,"Adjective","a"
"adventurously",0,1.7,0.95,1,31,0.97,0,"#N/A","f"
"adventurousness",0,1.62,0.65,1,25,0.96,1,"Noun","n"
"adverb",0,2.25,1.53,0,28,1,10,"Noun","n"
"adversarial",0,1.62,0.75,1,27,0.96,12,"Adjective","a"
"adversary",0,2.93,1.16,1,30,0.97,77,"Noun","n"
"adverse",0,2.23,1.24,0,26,1,36,"Adjective","a"
"adversely",0,1.62,1.02,0,26,1,11,"Adverb","r"
"adverseness",0,1.96,1.24,3,28,0.89,0,"#N/A","f"
"adversity",0,1.44,0.75,0,27,1,54,"Noun","n"
"advert",0,3.08,1.68,3,28,0.89,13,"Noun","n"
"advertently",0,1.7,0.95,2,29,0.93,1,"Adverb","r"
"advertise",0,2.81,1.2,0,26,1,84,"Verb","v"
"advertisement",0,3.77,1.45,0,26,1,61,"Noun","n"
"advertiser",0,3.93,1.23,0,30,1,8,"Noun","n"
"advertising",0,3.88,0.95,0,26,1,379,"Noun","n"
"advertize",0,3.61,0.99,4,27,0.85,0,"#N/A","f"
"advice",0,2.73,1.2,0,30,1,2447,"Noun","n"
"advisability",0,1.46,0.64,1,29,0.97,0,"#N/A","f"
"advisable",0,1.93,1.04,1,28,0.96,40,"Adjective","a"
"advisably",0,1.54,0.71,1,27,0.96,0,"#N/A","f"
"advise",0,2.03,1.1,0,30,1,622,"Verb","v"
"advised",0,2.45,1.38,0,29,1,267,"Verb","v"
"advisedly",0,1.58,0.72,3,27,0.89,5,"Adverb","r"
"advisee",0,3.77,1.39,2,28,0.93,13,"Noun","n"
"advisement",0,2.52,1.53,0,29,1,39,"Noun","n"
"adviser",0,3.67,1.4,0,24,1,53,"Noun","n"
"advisor",0,4.15,0.95,0,27,1,225,"Noun","n"
"advisory",0,2.5,1.35,1,25,0.96,51,"Adjective","a"
"advocacy",0,2,1.22,0,28,1,15,"Noun","n"
"advocate",0,2.72,1.49,0,29,1,113,"Noun","n"
"advocator",0,2.92,1.44,3,27,0.89,0,"#N/A","f"
"aeration",0,2.77,1.28,0,30,1,1,"Noun","n"
"aerator",0,3.92,1.38,2,28,0.93,0,"#N/A","f"
"aerial",0,3.04,1.6,0,28,1,129,"Noun","n"
"aerialist",0,3.84,1.34,2,27,0.93,1,"Noun","n"
"aerially",0,3,1.57,3,29,0.9,0,"#N/A","f"
"aerobatics",0,3.15,1.41,1,27,0.96,1,"Noun","n"
"aerobic",0,3.14,1.46,1,30,0.97,9,"Adjective","a"
"aerobically",0,2.38,1.2,3,29,0.9,2,"Adverb","r"
"aerobics",0,3.72,1.17,0,25,1,79,"Noun","n"
"aerodynamic",0,2.88,1.39,0,25,1,22,"Adjective","a"
"aerodynamics",0,2.96,1.48,0,27,1,16,"Noun","n"
"aerographer",0,4.17,1.3,4,27,0.85,0,"#N/A","f"
"aeromechanics",0,2.96,1.46,3,29,0.9,0,"#N/A","f"
"aeronautic",0,2.54,1.32,0,28,1,0,"#N/A","f"
"aeronautical",0,2.96,1.51,3,29,0.9,12,"Adjective","a"
"aeronautics",0,3.08,1.6,1,27,0.96,9,"Noun","n"
"aerosol",0,4.23,1.07,0,30,1,14,"Noun","n"
"aerosol can",1,4.93,0.27,0,27,1,0,"#N/A","f"
"aerospace",0,3.19,1.41,0,26,1,55,"Noun","n"
"aesthetic",0,2.33,1.44,2,29,0.93,34,"Adjective","a"
"aesthetical",0,1.71,1.18,0,28,1,0,"#N/A","f"
"aesthetically",0,1.48,0.69,0,29,1,12,"Adverb","r"
"aesthetician",0,3.31,1.56,1,30,0.97,0,"#N/A","f"
"aestheticism",0,1.79,1.14,1,25,0.96,0,"#N/A","f"
"aesthetics",0,2.22,1.15,2,29,0.93,15,"Noun","n"
"afar",0,2.52,1.19,0,27,1,59,"Adverb","r"
"affability",0,1.54,0.78,4,28,0.86,4,"Noun","n"
"affable",0,1.7,0.97,3,26,0.88,6,"Adjective","a"
"affair",0,2.45,1.27,0,29,1,1502,"Noun","n"
"affect",0,1.93,1.11,1,28,0.96,568,"Verb","v"
"affectation",0,1.96,1.27,4,29,0.86,7,"Noun","n"
"affected",0,1.93,1.04,0,27,1,345,"Verb","v"
"affectedly",0,1.92,1.12,0,25,1,1,"Adverb","r"
"affectedness",0,2,0.8,1,24,0.96,0,"#N/A","f"
"affecting",0,1.75,0.84,0,28,1,130,"Verb","v"
"affection",0,2.22,1.53,0,27,1,431,"Noun","n"
"affectionate",0,2.28,1.36,0,29,1,115,"Adjective","a"
"affectionately",0,1.92,1.06,0,26,1,31,"Adverb","r"
"affective",0,1.52,0.8,3,30,0.9,4,"Adjective","a"
"affectively",0,1.73,1.25,1,27,0.96,0,"#N/A","f"
"affectivity",0,1.86,1.04,2,30,0.93,0,"#N/A","f"
"affidavit",0,4,1.49,0,30,1,100,"Noun","n"
"affiliate",0,2.5,1.4,1,29,0.97,15,"Noun","n"
"affiliation",0,1.93,1.05,0,30,1,25,"Noun","n"
"affirm",0,1.96,1.2,0,28,1,17,"Verb","v"
"affirmable",0,2,1.22,2,23,0.91,0,"#N/A","f"
"affirmation",0,2.12,0.95,1,27,0.96,27,"Noun","n"
"affirmative",0,1.93,0.92,0,27,1,241,"Noun","n"
"affirmative action",1,2.26,1.46,0,27,1,0,"#N/A","f"
"affirmatively",0,2.17,1.07,0,29,1,3,"Adverb","r"
"affirmer",0,2.76,1.45,4,29,0.86,0,"#N/A","f"
"affix",0,2.44,1.29,0,25,1,6,"Verb","v"
"affixation",0,2.29,1.33,4,28,0.86,0,"#N/A","f"
"afflict",0,2.14,1.13,0,29,1,4,"Verb","v"
"afflicted",0,2.43,1.17,0,28,1,65,"Adjective","a"
"afflicting",0,2.41,1.45,0,29,1,6,"Verb","v"
"affliction",0,2.27,1.17,0,30,1,60,"Noun","n"
"affluence",0,2.15,1.22,2,28,0.93,7,"Noun","n"
"affluent",0,1.83,1.1,1,30,0.97,15,"Adjective","a"
"affluently",0,1.69,0.79,0,26,1,0,"#N/A","f"
"afford",0,1.83,1.09,0,30,1,2266,"Verb","v"
"affordability",0,1.93,1.03,0,29,1,1,"Noun","n"
"affordable",0,2.1,1.14,0,29,1,33,"Adjective","a"
"affront",0,1.83,1.1,0,29,1,30,"Noun","n"
"affronted",0,2.04,0.95,4,28,0.86,2,"Verb","v"
"afghan",0,4.5,0.92,0,28,1,29,"Adjective","a"
"aficionado",0,2.55,1.18,3,25,0.88,11,"Noun","n"
"aflame",0,3.77,1.34,2,28,0.93,17,"Adjective","a"
"afloat",0,3.34,1.42,1,30,0.97,85,"Adjective","a"
"aflutter",0,2.54,1.17,1,29,0.97,4,"Verb","v"
"afoot",0,2.48,1.28,1,28,0.96,52,"Adverb","r"
"afore",0,1.82,0.85,4,26,0.85,19,"Conjunction","f"
"aforementioned",0,1.93,1.07,0,27,1,24,"Adjective","a"
"afraid",0,2.7,1.39,0,30,1,12631,"Adjective","a"
"afro",0,4.52,0.95,1,30,0.97,57,"Noun","n"
"after",0,2.12,1.2,0,25,1,34812,"Preposition","f"
"afterbirth",0,4.57,0.92,0,28,1,5,"Noun","n"
"afterburner",0,3.65,1.52,0,26,1,2,"Noun","n"
"aftercare",0,3.15,1.35,3,30,0.9,5,"Noun","n"
"aftereffect",0,2.5,1.26,2,30,0.93,3,"Noun","n"
"afterglow",0,3.1,1.18,0,29,1,16,"Noun","n"
"afterhours",0,3.15,1.61,1,28,0.96,0,"#N/A","f"
"afterlife",0,1.9,1.32,0,30,1,81,"Noun","n"
"aftermarket",0,3.58,1.45,2,28,0.93,2,"Noun","n"
"aftermath",0,1.97,1.12,0,29,1,53,"Noun","n"
"aftermost",0,1.75,0.97,1,29,0.97,0,"#N/A","f"
"afternoon",0,3.7,1.49,0,27,1,4666,"Noun","n"
"afternoons",0,2.86,1.41,0,28,1,101,"Noun","n"
"afterparty",0,3.81,1.36,2,29,0.93,0,"#N/A","f"
"aftersale",0,2.71,1.46,4,28,0.86,0,"#N/A","f"
"afterschool",0,3.19,1.39,0,27,1,5,"Noun","n"
"aftershave",0,4.56,0.89,0,27,1,55,"Noun","n"
"aftershock",0,3.68,0.98,0,31,1,12,"Noun","n"
"aftertaste",0,2.59,1.5,0,27,1,11,"Noun","n"
"afterthought",0,2.04,1.25,0,26,1,13,"Noun","n"
"aftertime",0,2.19,1.18,2,29,0.93,0,"#N/A","f"
"aftertimes",0,2.2,1.55,4,29,0.86,0,"#N/A","f"
"afterward",0,2.25,1.4,1,29,0.97,112,"Adverb","r"
"afterwards",0,2.14,1.21,0,28,1,714,"Adverb","r"
"afterword",0,3.04,1.52,3,27,0.89,0,"#N/A","f"
"afterworld",0,1.41,0.89,1,28,0.96,1,"Noun","n"
"again",0,2,1.25,0,28,1,40428,"Adverb","r"
"against",0,1.8,0.92,0,30,1,10288,"Preposition","f"
"age",0,2.86,1.53,0,29,1,4039,"Noun","n"
"aged",0,3.14,1.36,0,29,1,183,"Verb","v"
"agedness",0,3.29,1.21,1,29,0.97,0,"#N/A","f"
"ageism",0,1.88,1.21,3,29,0.9,12,"Noun","n"
"ageless",0,2.03,1.12,0,29,1,15,"Adjective","a"
"agelessness",0,1.48,0.82,2,27,0.93,0,"#N/A","f"
"agency",0,3.87,1.23,0,31,1,991,"Noun","n"
"agenda",0,2.66,1.32,0,29,1,373,"Noun","n"
"agenda item",1,3.48,1.56,0,25,1,0,"#N/A","f"
"agent",0,3.61,1.34,0,28,1,5235,"Noun","n"
"aggravate",0,2.26,1.29,0,27,1,37,"Verb","v"
"aggravated",0,2.61,1.29,0,28,1,64,"Adjective","a"
"aggravating",0,1.86,1.04,0,28,1,24,"Verb","v"
"aggravatingly",0,1.96,1.06,2,29,0.93,0,"#N/A","f"
"aggravation",0,1.53,0.78,0,30,1,59,"Noun","n"
"aggravator",0,2.72,1.51,0,29,1,0,"#N/A","f"
"aggregate",0,2.14,1.35,0,28,1,10,"Noun","n"
"aggregately",0,1.69,1.01,3,29,0.9,0,"#N/A","f"
"aggregation",0,2.16,1.18,4,29,0.86,2,"Noun","n"
"aggregative",0,2.07,1.39,0,28,1,0,"#N/A","f"
"aggregator",0,2.3,1.18,4,27,0.85,0,"#N/A","f"
"aggression",0,2.68,1.25,0,28,1,143,"Noun","n"
"aggressive",0,2.54,1.39,0,26,1,405,"Adjective","a"
"aggressively",0,2.25,1.14,0,28,1,35,"Adverb","r"
"aggressiveness",0,2.59,1.19,0,27,1,20,"Noun","n"
"aggressor",0,3.29,1.27,0,28,1,29,"Noun","n"
"aggrieve",0,1.71,1,4,28,0.86,0,"#N/A","f"
"aggrieved",0,2.12,1.33,4,28,0.86,10,"Adjective","a"
"aggrievedly",0,1.65,0.83,4,27,0.85,0,"#N/A","f"
"aghast",0,1.96,1.26,0,28,1,7,"Adjective","a"
"agile",0,2.31,1.04,0,29,1,20,"Adjective","a"
"agility",0,2.38,1.4,0,29,1,23,"Noun","n"
"aging",0,2.88,1.39,0,25,1,131,"Adjective","a"
"agitate",0,2.93,1.3,0,27,1,22,"Verb","v"
"agitated",0,2.57,1.37,1,29,0.97,128,"Adjective","a"
"agitatedly",0,1.89,1.03,2,30,0.93,0,"#N/A","f"
"agitation",0,2.33,1.39,0,27,1,25,"Noun","n"
"agitator",0,3.28,1.56,0,29,1,11,"Noun","n"
"aglow",0,2.29,1.54,2,30,0.93,24,"Adjective","a"
"agnostic",0,2,1.47,0,24,1,19,"Noun","n"
"agnostically",0,1.2,0.5,2,27,0.93,0,"#N/A","f"
"agnosticism",0,1.71,1.18,1,29,0.97,0,"#N/A","f"
"ago",0,1.42,0.88,2,26,0.92,14592,"Adverb","r"
"agonistic",0,1.78,0.93,3,30,0.9,0,"#N/A","f"
"agonize",0,1.97,1.07,1,31,0.97,5,"Verb","v"
"agonizing",0,2,1.17,0,30,1,36,"Adjective","a"
"agonizingly",0,1.8,1,1,31,0.97,0,"#N/A","f"
"agony",0,2.38,1.47,0,29,1,191,"Noun","n"
"agoraphobia",0,1.92,1.26,3,28,0.89,7,"Noun","n"
"agoraphobic",0,2.5,1.37,4,26,0.85,9,"Adjective","a"
"agree",0,2.31,1.26,0,26,1,3298,"Verb","v"
"agreeability",0,1.75,1,1,29,0.97,0,"#N/A","f"
"agreeable",0,2.07,1.27,0,28,1,81,"Adjective","a"
"agreeableness",0,2.26,1.29,3,30,0.9,0,"#N/A","f"
"agreeably",0,2.03,1.05,0,29,1,3,"Adverb","r"
"agreed",0,1.93,1.14,0,30,1,1832,"Verb","v"
"agreeing",0,2.48,1.38,0,29,1,106,"Verb","v"
"agreement",0,2.22,1.15,0,27,1,892,"Noun","n"
"agricultural",0,3.29,1.24,0,28,1,48,"Adjective","a"
"agriculturalist",0,4.07,1.15,1,29,0.97,2,"Noun","n"
"agriculturally",0,2.4,1.35,2,27,0.93,0,"#N/A","f"
"agriculture",0,3.67,1.44,0,27,1,56,"Noun","n"
"agriculturist",0,3.04,1.21,2,27,0.93,0,"#N/A","f"
"aground",0,3.22,1.28,1,28,0.96,25,"Adverb","r"
"ahead",0,3,1.33,0,27,1,10115,"Adverb","r"
"ahem",0,2.58,1.45,3,29,0.9,391,"Interjection","f"
"ahoy",0,2,1.21,1,28,0.96,189,"Noun","n"
"aid",0,3.1,1.47,0,29,1,709,"Noun","n"
"aide",0,3.59,1.21,0,29,1,103,"Noun","n"
"aides",0,3.75,1.32,2,30,0.93,32,"Noun","n"
"aidless",0,2.04,1.22,3,29,0.9,0,"#N/A","f"
"aids",0,3.44,1.34,0,27,1,54,"Noun","n"
"ailing",0,2.81,1.27,0,27,1,26,"Adjective","a"
"ailment",0,2.93,1.39,0,28,1,26,"Noun","n"
"aim",0,3.27,1.23,0,30,1,758,"Verb","v"
"aiming",0,3,1.36,0,27,1,193,"Verb","v"
"aimless",0,1.57,0.84,0,28,1,14,"Adjective","a"
"aimlessly",0,1.86,0.79,0,29,1,21,"Adverb","r"
"aimlessness",0,1.62,0.86,1,30,0.97,0,"#N/A","f"
"air",0,4.11,1.22,0,27,1,7090,"Noun","n"
"air attack",1,3.93,1.25,2,30,0.93,0,"#N/A","f"
"air bag",1,4.96,0.19,0,28,1,0,"#N/A","f"
"air base",1,4.83,0.38,0,29,1,0,"#N/A","f"
"air conditioner",1,4.93,0.27,0,27,1,0,"#N/A","f"
"air conditioning",1,4.21,1.26,0,29,1,0,"#N/A","f"
"air crew",1,4.21,1.15,0,29,1,0,"#N/A","f"
"air filter",1,4.8,0.61,0,30,1,0,"#N/A","f"
"air flow",1,3.74,1.29,0,27,1,0,"#N/A","f"
"air force",1,4.35,0.65,1,24,0.96,0,"#N/A","f"
"air freshener",1,4.61,0.74,0,28,1,0,"#N/A","f"
"air hostess",1,4.62,0.97,3,27,0.89,0,"#N/A","f"
"air mattress",1,4.71,0.86,0,31,1,0,"#N/A","f"
"air pollution",1,3.26,1.13,0,27,1,0,"#N/A","f"
"air pressure",1,3.52,1.48,0,25,1,0,"#N/A","f"
"air pump",1,4.81,0.79,1,28,0.96,0,"#N/A","f"
"air rifle",1,4.72,0.7,0,29,1,0,"#N/A","f"
"air shaft",1,4.64,0.79,2,24,0.92,0,"#N/A","f"
"air space",1,3.56,1.5,0,27,1,0,"#N/A","f"
"air strike",1,3.76,1.46,0,29,1,0,"#N/A","f"
"air transport",1,4.08,1.29,0,25,1,0,"#N/A","f"
"air travel",1,3.92,1.41,1,26,0.96,0,"#N/A","f"
"airbag",0,4.81,0.63,1,27,0.96,20,"Noun","n"
"airbase",0,4.29,1.21,1,29,0.97,5,"Noun","n"
"airbed",0,4.56,0.96,1,26,0.96,0,"#N/A","f"
"airboat",0,4.82,0.77,2,30,0.93,4,"Noun","n"
"airborne",0,3.45,1.57,0,29,1,215,"Adjective","a"
"airbrush",0,4.45,0.91,0,29,1,9,"Noun","n"
"aircraft",0,4.4,1.12,1,26,0.96,482,"Noun","n"
"aircraft carrier",1,4.93,0.26,0,28,1,0,"#N/A","f"
"aircraftman",0,3.96,1.43,2,27,0.93,0,"#N/A","f"
"aircraftsman",0,4,1.2,2,28,0.93,1,"Noun","n"
"aircrew",0,4.04,1.32,0,28,1,3,"Verb","v"
"airfare",0,3.93,1.25,0,28,1,12,"Noun","n"
"airfield",0,4.7,0.56,2,25,0.92,118,"Noun","n"
"airflow",0,3.59,1.24,0,29,1,7,"Noun","n"
"airforce",0,3.81,1.3,1,28,0.96,0,"Noun","n"
"airfreight",0,4.04,1.04,1,29,0.97,0,"#N/A","f"
"airhead",0,2.48,1.4,2,29,0.93,27,"Noun","n"
"airiness",0,2.24,1.05,0,25,1,1,"Noun","n"
"airing",0,2.61,1.34,0,28,1,32,"Verb","v"
"airless",0,3,1.41,0,28,1,5,"Adjective","a"
"airlift",0,3.62,1.52,0,29,1,14,"Noun","n"
"airline",0,4,1.39,0,30,1,331,"Noun","n"
"airliner",0,4.45,1.27,0,29,1,29,"Noun","n"
"airmail",0,3.66,1.47,0,29,1,17,"Noun","n"
"airman",0,4.25,1.08,2,30,0.93,30,"Name","f"
"airmanship",0,2.5,1.22,3,27,0.89,0,"#N/A","f"
"airpark",0,3.88,1.4,2,28,0.93,0,"#N/A","f"
"airplane",0,4.96,0.19,0,28,1,557,"Noun","n"
"airplay",0,3.19,1.2,3,29,0.9,11,"Noun","n"
"airport",0,4.87,0.43,0,30,1,1940,"Noun","n"
"airport terminal",1,4.96,0.19,0,27,1,0,"#N/A","f"
"airpower",0,3.23,1.31,2,28,0.93,0,"#N/A","f"
"airproof",0,2.57,1.63,0,30,1,0,"#N/A","f"
"airshaft",0,4.43,1,1,29,0.97,0,"#N/A","f"
"airship",0,4.92,0.27,1,27,0.96,30,"Noun","n"
"airshow",0,4.44,1.01,0,27,1,0,"#N/A","f"
"airsick",0,3.5,1.29,1,29,0.97,16,"Adjective","a"
"airsickness",0,3.27,1.31,0,26,1,2,"Noun","n"
"airspace",0,3.58,1.33,0,26,1,82,"Noun","n"
"airspeed",0,3.04,1.28,0,26,1,24,"Noun","n"
"airstream",0,3.93,0.98,1,29,0.97,8,"Noun","n"
"airstrike",0,3.59,1.45,0,29,1,7,"Noun","n"
"airstrip",0,4.68,0.56,2,27,0.93,57,"Noun","n"
"airtight",0,3.42,1.53,1,25,0.96,57,"Adjective","a"
"airtime",0,2.5,1.2,1,29,0.97,13,"Noun","n"
"airwave",0,3.11,1.48,0,27,1,1,"Noun","n"
"airway",0,4.34,0.97,0,29,1,83,"Noun","n"
"airworthiness",0,2.07,1.36,2,29,0.93,0,"#N/A","f"
"airy",0,2.04,1.2,1,29,0.97,16,"Adjective","a"
"aisle",0,4.35,1.06,0,26,1,379,"Noun","n"
"ajar",0,3.27,1.26,0,30,1,23,"Adjective","a"
"akin",0,1.71,0.95,2,26,0.92,14,"Adjective","a"
"alabaster",0,3.81,1.41,2,28,0.93,34,"Noun","n"
"alarm",0,4.47,0.78,0,30,1,1522,"Noun","n"
"alarm clock",1,4.85,0.61,0,26,1,0,"#N/A","f"
"alarmclock",0,4.97,0.18,0,30,1,0,"#N/A","f"
"alarmed",0,3.14,1.19,0,29,1,151,"Verb","v"
"alarming",0,2.07,0.98,0,28,1,58,"Adjective","a"
"alarmingly",0,2.14,1.11,0,28,1,8,"Adverb","r"
"alarmist",0,2.62,1.47,3,24,0.88,17,"Noun","n"
"alas",0,1.56,1.15,2,29,0.93,195,"Interjection","f"
"albacore",0,3.71,1.63,4,28,0.86,8,"Noun","n"
"albatross",0,4.81,0.79,1,28,0.96,40,"Noun","n"
"albeit",0,1.46,0.9,2,28,0.93,38,"Conjunction","f"
"albino",0,4.41,1.02,0,29,1,59,"Noun","n"
"album",0,4.69,0.68,1,27,0.96,522,"Noun","n"
"alchemic",0,2.73,1.28,3,29,0.9,0,"#N/A","f"
"alchemically",0,2.08,1.23,3,29,0.9,1,"Adverb","r"
"alchemist",0,4.23,1.07,3,29,0.9,14,"Noun","n"
"alchemy",0,2.1,1.32,1,30,0.97,11,"Noun","n"
"alcohol",0,4.76,0.51,0,29,1,845,"Noun","n"
"alcoholic",0,3.37,1.5,0,30,1,316,"Noun","n"
"alcoholically",0,2.4,1.41,4,29,0.86,0,"#N/A","f"
"alcoholism",0,2.93,1.25,0,29,1,43,"Noun","n"
"alcove",0,4.08,1.21,2,26,0.92,24,"Noun","n"
"alderwoman",0,3.92,1.35,4,30,0.87,0,"#N/A","f"
"ale",0,4.65,0.63,1,27,0.96,202,"Noun","n"
"alehouse",0,4.4,1.08,2,27,0.93,1,"Noun","n"
"alert",0,2.59,1.55,0,27,1,1051,"Adjective","a"
"alertly",0,2.07,1.28,0,29,1,2,"Adverb","r"
"alertness",0,2.15,1.23,0,27,1,4,"Noun","n"
"alfalfa",0,4.69,0.74,2,28,0.93,33,"Noun","n"
"algae",0,4.93,0.27,0,27,1,22,"Noun","n"
"algebra",0,3.14,1.35,0,28,1,90,"Noun","n"
"algebraic",0,2.62,1.5,0,29,1,3,"Adjective","a"
"algebraically",0,2.29,1.33,0,28,1,0,"#N/A","f"
"algorithm",0,3.07,1.63,0,28,1,27,"Noun","n"
"alias",0,2.86,1.79,0,29,1,208,"Noun","n"
"alibi",0,2.57,1.43,0,28,1,426,"Noun","n"
"alien",0,3.52,1.45,0,27,1,889,"Adjective","a"
"alienability",0,1.84,0.83,3,22,0.86,0,"#N/A","f"
"alienable",0,1.82,1.02,0,28,1,0,"#N/A","f"
"alienate",0,1.83,1.2,0,29,1,29,"Verb","v"
"alienation",0,1.73,0.92,0,26,1,22,"Noun","n"
"alienator",0,2.08,1.2,3,29,0.9,0,"#N/A","f"
"aliens",0,3.86,1.3,0,28,1,491,"Noun","n"
"alight",0,2.96,1.49,3,28,0.89,21,"Verb","v"
"align",0,2.79,1.4,0,28,1,34,"Verb","v"
"alignment",0,3.26,1.37,0,31,1,67,"Noun","n"
"alike",0,2.38,1.35,0,29,1,579,"Adverb","r"
"alikeness",0,2.23,1.31,1,27,0.96,0,"#N/A","f"
"alimony",0,3.08,1.5,0,25,1,132,"Noun","n"
"alive",0,3.14,1.58,0,28,1,7878,"Adjective","a"
"aliveness",0,2.36,1.19,4,29,0.86,0,"#N/A","f"
"alkaline",0,3.48,1.55,0,29,1,16,"Adjective","a"
"alkalinity",0,2.84,1.57,2,27,0.93,0,"#N/A","f"
"alkalinize",0,2.4,1.44,4,29,0.86,1,"Verb","v"
"alkalization",0,2.36,1.47,3,28,0.89,0,"#N/A","f"
"alkalize",0,2.85,1.32,2,28,0.93,1,"Verb","v"
"alkaloid",0,3.38,1.42,3,29,0.9,8,"Noun","n"
"all",0,2.27,1.6,0,30,1,263255,"Determiner","f"
"all along",1,1.88,1.24,2,27,0.93,0,"#N/A","f"
"all in",1,2.33,1.39,1,28,0.96,0,"#N/A","f"
"all inclusive",1,2.12,1.24,2,27,0.93,0,"#N/A","f"
"allegation",0,1.79,1.03,0,28,1,27,"Noun","n"
"allege",0,1.76,0.88,2,27,0.93,11,"Verb","v"
"allegeable",0,1.92,0.95,4,29,0.86,0,"#N/A","f"
"alleged",0,1.82,1.16,0,28,1,203,"Adjective","a"
"allegedly",0,1.64,0.99,0,25,1,113,"Adverb","r"
